id,route_or_scope,page_or_context,source_file,line,placement,original_text,purpose,background,polish_notes
C270,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,173,其他固定 UI 文案,初见,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C271,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,208,标题,昨晚，{latest.displayName}来过。,建立页面/卡片主命题与注意力层级。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C272,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,209,CTA/导航,返回关系簿,推动下一步操作或页面跳转。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C273,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,212,标签/状态,知乎 · 当前真实问题,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C274,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,214,其他固定 UI 文案,>查看知乎原问题 <OpenInNewRoundedIcon fontSize=,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C275,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,214,其他固定 UI 文案,查看知乎原问题,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C276,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,219,角色台词/引用,：{persona?.catchphrase ?? DEMO_FIXTURE.persona.catchphrase} 先别急着站队，这题要先看谁在承担真正的代价。,塑造 Persona 语气、关系氛围或强调观点。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C277,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,220,角色台词/引用,：{latest.catchphrase} 你负责拆结构，我先问普通人的感受是不是被漏掉了。,塑造 Persona 语气、关系氛围或强调观点。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C278,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,225,说明正文,>{selfDescriptor} × {latest.personality[0]} · {latestRelationship.status} · 熟悉度 {latestRelationship.familiarity} · 化学反应 {latestRelationship.chemistry >= 0 ?,解释机制、原因、边界或当前发生了什么。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C279,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,226,CTA/导航,看看这段关系,推动下一步操作或页面跳转。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C280,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,235,标题,最近，,建立页面/卡片主命题与注意力层级。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C281,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,235,标题,它,建立页面/卡片主命题与注意力层级。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C282,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,235,标题,遇见,建立页面/卡片主命题与注意力层级。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C283,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,235,标题,了,建立页面/卡片主命题与注意力层级。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C284,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,235,标题,这些有趣的灵魂。,建立页面/卡片主命题与注意力层级。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C285,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,236,说明正文,每段关系都从共同兴趣、表达差异和一个真实问题开始。,解释机制、原因、边界或当前发生了什么。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C286,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,237,无障碍/图像说明,${catName}坐在剧场回看最近的相遇,帮助屏幕阅读器或解释视觉对象。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C287,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,242,其他固定 UI 文案,最近相遇 / ${latest.displayName},页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C288,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,245,标签/状态,最近的相遇 · LATEST ENCOUNTER,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C289,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,248,标签/状态,"= 0 ? ""+"" : """"}{latestRelationship.chemistry} · 已相遇 {latestRelationship.encounterCount} 次",给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
